scale,site,calendar_date,pixel,value
1e-4,LUZ,2023-08-29,41,6084
1e-4,LUZ,2023-09-14,41,6421
1e-4,LUZ,2023-09-30,41,5729
1e-4,LUZ,2023-10-16,41,5078
1e-4,LUZ,2023-11-01,41,5719
1e-4,LUZ,2023-11-17,41,5552
1e-4,LUZ,2023-12-03,41,292
1e-4,LUZ,2023-12-19,41,5037
1e-4,LUZ,2024-01-01,41,4321
1e-4,LUZ,2024-01-17,41,1327
1e-4,LUZ,2024-02-02,41,3760
1e-4,LUZ,2024-02-18,41,4716
1e-4,LUZ,2024-03-05,41,4684
1e-4,LUZ,2024-03-21,41,5137
1e-4,LUZ,2024-04-06,41,4887
1e-4,LUZ,2024-04-22,41,4945
1e-4,LUZ,2024-05-08,41,6750
1e-4,LUZ,2024-05-24,41,6618
1e-4,LUZ,2024-06-09,41,4945
1e-4,LUZ,2024-06-25,41,5908
1e-4,LUZ,2024-07-11,41,5090
1e-4,LUZ,2024-07-27,41,6707
1e-4,LUZ,2024-08-12,41,6700
1e-4,LUZ,2024-08-28,41,6910
1e-4,LUZ,2024-09-13,41,6594
1e-4,LUZ,2024-09-29,41,5908
1e-4,LUZ,2024-10-15,41,5166
1e-4,LUZ,2024-10-31,41,2047
1e-4,LUZ,2024-11-16,41,5071
1e-4,LUZ,2024-12-02,41,4629
1e-4,LUZ,2024-12-18,41,2433
